# Description: Synthetic dataset simulating growth efficiency in young animals, generated using a Bayesian hierarchical model framework.
# Seed: 123
# Sample size (n_animals): 100
# Number of groups: 5
# True coefficients (mu_beta): 0.5, 0.3, -0.2, 0.4, 0.6, 0.3, -0.5
# Animal-level random effect SD (sigma_u): 0.5
# Group-level random effect SD (sigma_v): 0.3
# Residual error SD (sigma_eps): 1
# Generated using: R 4.3+ with MASS, brms, ggplot2 packages
"animal_id","group_id","diet","stress","genetic","microbiota_diversity","cytokine_levels","villus_height","crypt_depth","growth_efficiency"
1,2,-0.799513953576531,0.51423012023069,-0.575859567912693,0.0488888906792862,-1.2621945493896,1.10256519943608,0.192369646744246,0.317071731895353
2,2,0.0798738186740527,-0.334338052169782,-0.0100976719524611,0.943224468386221,-0.551870413272792,-0.57661892421144,0.207171974217929,-0.725838772576896
3,5,-0.322746361825109,-0.105559908794475,-1.77865914874394,-0.109317123186431,-1.18279950678248,-1.85169172955149,-0.0433473543476873,-1.52127753736478
4,5,0.146417178667962,-0.730509672807828,-0.7776214428705,-0.0703769215878276,0.62066355772895,-0.112863239428975,-0.51016044142411,2.02578425338543
5,4,2.30506198204569,1.9050435849087,0.12503388366511,-0.484319087565665,0.446313016638096,1.32106926722151,-0.823418613776223,3.04529834611924
6,3,-1.12460367125824,0.332621731470394,-0.706321492388223,-0.138336328543328,0.421884693273688,0.662254296934641,0.851856403292672,0.373131373823316
7,3,-0.305469639909805,0.230633640499451,-0.04356948581148,-0.0687656423038444,0.442464772145637,0.441383198353637,-1.42618467292015,0.564211128256547
8,1,-0.516759449743733,-1.69186241488407,-0.46792597392522,-2.31373577389942,0.557245746378939,1.18374591227984,0.440298941965411,-0.0777919607945281
9,3,1.51239542683245,0.659791899549327,0.60693013616149,-1.36483169721432,0.639356491970517,-0.771501441100894,-0.792611650757683,-0.0792052393366959
10,3,-0.769484922890278,-1.02362358887971,1.16848830874956,-0.072486909951959,-1.96866155667422,0.729689191352037,0.282310214545467,-1.53835168661316
11,1,-0.0820869037757183,-0.891521574354298,-0.822501412807523,-0.265283774864499,-0.148816361359868,-0.58708561577886,-0.740690522190153,-1.17265944127704
12,4,0.787133614322708,0.918341171021649,-0.307036558594728,-1.20086932820744,0.112463812551901,0.000764186362514016,-0.52334168268403,-1.77172350497214
13,4,-1.0585905359484,-0.45270064650823,1.43976125836974,-1.99153817604302,0.72467620264776,2.21446531934013,1.76936591702701,-2.76682374789241
14,3,1.65517581574201,-1.74837228000318,-2.19892325418371,-0.354369219913427,-1.18748607600528,0.969434395709261,0.668282618933513,-0.124130210173953
15,3,0.675762415474246,1.76990410988936,-0.319837791740735,0.653495765694276,-0.499600189815913,0.768007713717215,-2.14489702427566,2.97449580755067
16,3,-1.07420660953035,-2.37740692539252,2.06470428414334,1.77323863192756,-1.07364299075116,-1.10832791181816,0.126412416100317,-3.85089920535008
17,1,0.454577809057738,0.572811529859585,2.19359006906425,-0.0384567937093384,1.05724021270968,-0.786235919994713,-0.451812936257225,-0.892314100649342
18,5,-0.213307143233068,1.01724924908461,0.156595323350149,1.49318484062772,1.27907258320933,2.2841164802616,-1.13662618777767,4.6230734747864
19,4,0.313228771994335,-0.630967866660535,-0.863608950613638,0.0830221576359683,0.787676725359233,-1.09330076397331,0.209785890431194,-0.109577421911295
20,3,-0.0899751970156634,0.444287051411554,0.165457419490438,0.11553210425956,-1.22240338257699,0.214479375285073,0.129965516019362,-0.232696928086768
21,5,1.07051603677834,0.439130388388555,-0.65277439594702,0.324825313348747,0.451952116736654,0.892571059637072,-0.328506572568084,1.17680250790257
22,1,-1.35110038570333,1.04062315291451,1.45281728229148,-0.870577245260919,1.15044918638092,1.01875797234226,1.97270356733745,-1.50149645050496
23,5,-0.522616697195916,0.484099387952522,-0.806482655703046,-0.0517182128948834,0.167940980736459,1.08911201091924,-2.24869006681656,1.73667796112971
24,1,-0.249190677755399,-0.244883779092525,0.372911595208748,0.908447698792251,-0.56610933289597,-0.163128989885215,0.838219387278491,-0.916316943349674
25,1,-0.995798724851333,0.915992057940211,0.619850074568692,-0.749725786852189,-1.08611824061135,-0.820986697119997,-0.289023270462573,-1.80327868768779
26,3,-1.03995504376619,0.800622356509766,-0.757510160695849,-0.321606069887961,-0.665302795560156,-0.307257232988639,0.656513410579383,-1.65207920818068
27,5,-0.0179802405766626,-0.936569034135793,0.851524681506183,-1.14777075045925,0.714848355949339,-0.902098008539463,-0.453997700638682,-3.50889667985754
28,5,-0.132175132856735,-1.40078743399573,-0.747929970916306,0.354352196449355,-0.431661100381928,0.627068743114984,-0.593864562445098,1.9727746360256
29,3,-2.54934277475043,0.160277539993178,0.63023982965398,0.424799782389022,0.227614939940088,1.12035502842611,-1.71037966639463,1.8298373758114
30,5,1.04057345571938,-0.273962374775183,1.09666163310355,0.648347351224082,1.2949457956703,2.12721355249353,-0.209448428272738,0.969938460491524
31,4,0.24972573598519,-0.985539112562296,-0.988442922383206,-1.2198100315169,0.578334940469455,0.366114382931719,2.47874580135709,-1.30033504960564
32,4,2.41620737314833,0.0839306795150329,1.1079950409796,0.107235034754764,1.36467278147354,-0.874781377193686,0.989702208129369,2.60271574043638
33,4,0.685198238051097,-1.31999652648691,-0.489532871212412,-0.944057691649846,-1.70157980266041,1.02447486299323,1.67557215582683,-0.77487343096957
34,3,-0.446959308961992,0.161226351326199,0.294353388436968,-0.000384648716023502,-0.280676279713792,0.90475889369531,0.914965318314041,0.582268613843743
35,4,2.7973911469581,-0.62492838754192,0.20183747228877,1.34262392000608,0.0650680194921931,-0.238248695902827,1.14426270796186,0.142931449472791
36,5,2.83222602391551,0.957164274192481,-0.427196386338202,-0.503525286934276,0.578589291608515,-1.55785490387231,0.902876414499107,3.66597826508935
37,4,-1.21871181629018,2.42448914116153,0.268102869997785,0.716683320938825,-1.16920662152897,0.761309895393914,0.475392431765103,-1.38189920344485
38,2,0.469031955955424,-0.915979243686792,-1.23043092542384,-0.749668584083695,0.806184855447289,1.12914439564163,-0.582528773997008,1.84588969691598
39,4,-0.21124691863215,1.05766417094298,-0.136136872184964,-0.478528210450305,0.307390076162333,-0.295107830705934,-0.532934737323476,0.662481315744632
40,3,0.187051146554012,0.825149727768283,0.825790831665171,0.438721750586617,0.263806013604717,0.536242818358026,-1.60083999637529,0.961531199636567
41,1,0.227542728568814,-0.0701942243053587,-2.17412464922931,-0.679112270457868,0.508484791605046,-0.275890474750511,-0.00581771387999253,-0.108591173723615
42,3,-1.26190046286905,-0.453646374057015,-1.48792618735825,-1.70296483514544,-0.116358439876994,0.682315245137513,0.899355675856713,-2.56257594085084
43,5,0.285589580242562,1.57530770683748,-1.16193755759697,1.26516843521333,0.925546098499114,-0.117290714714849,1.03192255652607,3.05374076558413
44,5,1.7492473631418,-2.00545781823625,-1.58908969414543,0.360357237879846,0.64822977373149,-0.344675863920062,0.0951327044554184,1.13548896630706
45,2,-0.164090004134803,-0.643194791593663,0.419583039296359,-0.58363944056009,-0.150209374167699,0.11162049819721,-0.547627617221911,-0.0436697610945644
46,3,-0.162926710698454,-1.43684344365778,-0.992928349756011,-1.9940787873306,1.0403770193407,-0.283405314982296,3.29051744331853,-2.11371946468448
47,3,1.39857200633747,1.39531343894608,-2.16454708532897,1.9022097713993,0.292558684946182,-0.591017164454285,0.736685531250424,1.46065394365503
48,1,0.898396240682948,-0.190703432644857,-0.63756876508045,3.39037082127154,0.668751399439465,-0.315936931242398,1.42057530487914,0.127508951493087
49,2,-1.64849481838129,-0.524671199469671,-0.390635251474806,0.207480407355457,-0.594177641624221,-0.00815215232553516,-0.337680640667324,-0.684601376698603
50,4,0.228556973262187,3.18404447406633,0.85678547377811,0.849806647511189,1.58043183698592,0.207495140718474,-0.0379576270545946,0.285248789003207
51,3,1.65354723467773,-0.0500372678876282,-1.10375213599883,1.22456031207416,-0.0039889443499837,1.53242362162584,0.448607097706726,0.231064257422405
52,4,1.41527634991914,-0.443749311866524,1.1612892557387,-0.701804433538609,0.847842768893476,-1.35799783095348,1.67652231194829,-1.64047339409816
53,2,0.41995160381423,0.299865250136145,0.398362715628605,-0.35119622955654,-0.100116525892691,-0.199619050552942,-0.311474545456128,-0.890799098895799
54,4,0.721220807112894,-1.56842462075497,0.362352157635545,-1.7271210366452,-0.279629906980599,0.631523127780826,0.853615666783069,-1.0598314636059
55,4,-1.19693521218868,0.490302642672068,-0.852525670314502,-0.736578232271872,0.784438245280006,1.76202090344287,-2.09481463432023,3.18100549947505
56,2,0.300131566881373,-0.0961632010799668,1.95366787989804,0.622409782886114,-1.58461664459117,0.426014362615495,-0.507254434081633,-2.0329016649523
57,1,-0.954448935187822,0.468525122530146,-0.164270832097155,-0.29071598924087,0.47836614779403,-0.0137534164753999,-1.29200907676331,0.732173978924301
58,1,-0.458018068096944,-0.982370635937854,-1.82489758417833,-0.214211534183077,0.393566372994815,-0.307556909596359,1.1133627173571,0.0320097402170975
59,5,0.935603683779603,-1.02298384214794,-0.203856471392496,-0.112559551502516,-2.69532936912452,0.41430816410829,-0.164453088280257,-2.17049685183997
60,1,-1.13689311169114,-0.693414663276185,-1.93444407073205,-1.8636669824956,0.368377328533257,0.98905792019639,-0.390374082006742,-0.685218604696477
61,5,0.266918250873058,-0.767989573092782,-0.310510115786673,0.83762993423167,-2.16841774734701,-0.183858310546053,1.36909984619857,-0.843871096062462
62,4,0.428332039471543,1.29904996668359,-0.422227003189619,-1.44349288893542,0.65980437689272,0.163761406846557,1.11627285824002,-0.146360840745301
63,1,0.0549119698396297,1.57914556180809,0.68182969040341,-0.208570162415648,-0.45391373338119,0.216936344144384,-0.898021203467497,0.0921634844364564
64,1,1.82218882183542,-0.156891953039067,1.00949618573749,-0.43856346205883,-0.694936825234894,0.729277634209656,0.427866487609647,0.172015861886731
65,3,-1.02234732857525,-0.35893656058468,-0.726104964901155,-0.218593816856198,-0.00684630317266509,1.11138040702469,-1.22844456851225,0.216708245132997
66,5,0.6061302614356,-0.329038830421669,0.806108868375026,1.45996594473579,1.37305204498399,0.279160816939631,-0.475615024211179,1.28991199567735
67,5,-0.0889305674506674,0.0692364778530165,1.42432310966876,-0.582059917915369,-0.635323077217894,-0.0761706715471799,1.61657763714695,-1.8192719996705
68,1,-0.260832243833924,0.0969042337010548,-0.784144004842646,-0.783097595711896,0.558103293948777,1.39466313220858,1.45012795133044,1.44298055995423
69,1,0.464091233852381,0.290034387765571,-0.652404366499333,-1.51965399494385,0.341157868421877,0.164534117605585,1.10901875546684,0.204588383109621
70,3,-1.02040059068393,-0.746678941046256,0.650778363153682,-0.805698081611249,-1.17951862914156,1.57785197879348,-0.570903886330324,-2.15587555620882
71,1,-1.31345091651841,-0.846896388820319,0.183047969943935,-1.16618470736774,-1.74102201733397,-0.0619226576195498,-1.88143147027555,-2.99157083039695
72,1,-0.494480875483423,1.19707766374608,0.548774960444283,0.407946196248296,-1.99258577123914,0.613922964193686,-1.17569818402416,-0.828502458039314
73,3,1.75175714975545,-0.548627361103323,1.40468429454756,-0.863004246007877,0.551274211467889,-1.54608859424524,0.95255652462752,0.698850236707063
74,3,0.0557647746125201,0.303045695225451,0.387083119576395,0.304042035028136,-0.0347420615312984,-0.112391961337408,-0.290567886165088,0.440660562380979
75,2,0.331434398227886,-0.056970533803332,1.05170127017537,-0.146427487847921,1.85057170361062,-0.0217945399608857,-2.16260814556798,1.4356320656705
76,1,-0.18984663767754,-0.957849392150669,0.622905462337194,-1.4335621799108,0.573675108263045,-0.758345417416546,-0.180187487716462,-0.201555433182598
77,5,0.470492731953825,0.591061909411507,0.433620389808855,-0.790607785722698,0.849695891082609,-1.0358928844223,1.41023922112458,-0.5567827677847
78,4,-0.951679543017146,0.173104873492955,0.386084438184412,0.885112455057677,1.33438358533495,0.948159302551811,0.643468640519534,-0.393070704731271
79,5,1.15791046656864,1.39978335621251,1.29132330445808,0.903076085954568,-0.500719097964974,0.91415873392772,-0.821258543529422,2.02055371664221
80,2,0.584705260241351,0.117459584626988,-1.00225987371065,2.00557327430063,0.510097928228489,-1.29873199484646,-1.54591665206502,3.616125864416
81,5,-0.806452822691705,-0.331545758200853,-1.10518272915749,-0.00358030839978085,0.868793270244154,0.424378794934342,-0.826547225636788,1.28630561087159
82,1,0.0545532458119923,0.278294913305364,0.591946003397209,-1.49582681398214,1.36935168800303,-1.11254531995509,0.0345276713215226,-0.153671960757215
83,3,0.716331619499123,-1.18559164903534,-0.119689664133114,-0.768417027015159,0.762651146326369,-1.05107322618156,0.888073700912057,-1.3446877816406
84,1,0.557730982054603,-0.835894053393597,0.0740052116849605,0.408488504840148,0.421147173037333,0.525412448266355,-1.93994015479026,1.91507119749927
85,1,1.48193401587688,0.510273251139431,0.741277377171399,1.90013633489472,-0.868224047271223,-0.686024000093054,1.02320175527412,-1.0133660827902
86,5,-0.61298775489485,-0.333120901223949,0.753295047849076,0.110009123439723,0.729560360957693,0.993479982122214,0.00545772658802192,-1.36012336894407
87,2,1.11613661549039,-0.0659609463524635,-0.262670503361778,1.14038682512847,0.500265872418287,0.0385235990753455,0.569778969605829,1.10275698419048
88,1,1.03654800994122,-0.11522170942195,-0.312543868997102,0.768081304692261,0.634250253706911,0.536148975785724,-1.65325556323487,1.97657682492263
89,2,-0.162483131902855,-0.650512618774529,0.0735986090078693,-1.16809162211733,0.423645045572256,-0.523626697886161,-0.666654380122182,2.10944379755948
90,3,-0.975926692821885,-2.01868865908242,1.06301778929474,-0.171112652264859,-0.201838044710004,-1.15122133494359,-0.448234189265524,-2.93905396323716
91,1,-1.08914519088452,0.348834970176592,0.426020486679004,1.30526153634768,-0.0768658984340142,0.914752241002756,1.04389134830903,-0.336055888427041
92,5,0.457786957944971,0.761639507646859,1.43300751082319,0.876096109595914,0.687364113281517,0.238071491562714,1.02817404739542,1.36908807393057
93,2,-0.0711267337208945,-1.28871623535013,-0.00763687041997194,0.463796141567798,0.17163150692454,-0.239067759454706,0.435090459248337,0.701487563806024
94,2,1.77910266685145,1.48240271845861,1.12566760522075,0.477114245376879,-0.830108574326988,0.0692353265457363,1.60421218162388,0.082172983716537
95,1,0.535137960496205,0.385154823687235,0.883002311017247,-0.491405300209402,-0.290159119805667,1.32590834259925,-0.515411199745366,-0.462221749269114
96,3,-0.371944875163495,1.34164029499387,0.61208346090007,-1.3193853133442,-1.31912572417651,-0.698166634620072,1.01253719377392,-2.11236520001854
97,1,-1.02554224849711,-0.957170471242288,0.414700706778464,1.29542579083131,-0.967031902668912,-0.749408444463181,-0.035940029790719,0.577691157571823
98,4,-0.582401674605252,0.166781288354251,-0.279882397142518,-1.42021949166693,-0.144611070135517,-0.619615052707355,-0.667342096176409,-0.098174481736201
99,1,0.342888392897331,-0.100013958938808,-0.109037509169232,-0.93889591970583,-1.79813255637493,-1.58499126820987,0.923380038330837,-4.48315594696885
100,4,-0.450934647056651,0.768507431881776,0.229395495708467,0.62896499251984,-1.68854247459158,0.819628137503742,1.3811003308495,0.287808111552023
